TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-1079,tazobactam(1-),"(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",7048533,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,LPQZKKCYTLCDGQ-WEDXCCLWSA-M,0
TOX-1080,atropinium,"[(1R,5S)-8-methyl-8-azoniabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate",21608699,C[NH+]1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-PJPHBNEVSA-O,0
TOX-1081,,3-[5-cyano-1-(4-fluorophenyl)-3H-2-benzofuran-1-yl]propyl-dimethylazanium,24848375,C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-O,0
TOX-1082,thonzonium,hexadecyl-[2-[(4-methoxyphenyl)methyl-pyrimidin-2-ylamino]ethyl]-dimethylazanium,5456,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,IOYZYMQFUSNATM-UHFFFAOYSA-N,0
TOX-1083,anisindione,"2-(4-methoxyphenyl)indene-1,3-dione",2197,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,XRCFXMGQEVUZFC-UHFFFAOYSA-N,0
TOX-1084,econazole,"1-[2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole",3198,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,0
TOX-1085,,"(1S,9S,10S)-4-methoxy-17-methyl-17-azoniatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",40459111,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)[NH+](C)CC3,MKXZASYAUGDDCJ-NJAFHUGGSA-O,0
TOX-1086,iodixanol,"5-[acetyl-[3-[N-acetyl-3,5-bis(2,3-dihydroxypropylcarbamoyl)-2,4,6-triiodoanilino]-2-hydroxypropyl]amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",3724,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NBQNWMBBSKPBAY-UHFFFAOYSA-N,0
TOX-1087,Echothiophate,2-diethoxyphosphorylsulfanylethyl(trimethyl)azanium,10548,CCOP(=O)(OCC)SCC[N+](C)(C)C,BJOLKYGKSZKIGU-UHFFFAOYSA-N,0
TOX-1088,polythiazide,"6-chloro-2-methyl-1,1-dioxo-3-(2,2,2-trifluoroethylsulfanylmethyl)-3,4-dihydro-1lambda6,2,4-benzothiadiazine-7-sulfonamide",4870,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CYLWJCABXYDINA-UHFFFAOYSA-N,0
TOX-1089,,(2S)-2-(butylsulfonylamino)-3-[4-(4-piperidin-1-ium-4-ylbutoxy)phenyl]propanoate,40466968,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CC[NH2+]CC2)cc1)C(=O)[O-],COKMIXFXJJXBQG-NRFANRHFSA-N,0
TOX-1090,,1-phenylpropan-2-ylazanium,4055279,CC([NH3+])Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-O,0
TOX-1091,,"(2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidin-1-ium-3,4,5-triol",24917007,CCCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-O,0
TOX-1092,Calcipotriol,"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-5-cyclopropyl-5-hydroxypent-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",5288783,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,LWQQLNNNIPYSNX-UROSTWAQSA-N,0
TOX-1093,,"(6S)-6-phenyl-3,5,6,7-tetrahydro-2H-imidazo[2,1-b][1,3]thiazol-4-ium",34364440,c1ccc([C@H]2CN3CCSC3=[NH+]2)cc1,HLFSDGLLUJUHTE-SNVBAGLBSA-O,0
TOX-1094,Trilostane,"(1S,2R,6R,8S,11S,12S,15S,16S)-5,15-dihydroxy-2,16-dimethyl-7-oxapentacyclo[9.7.0.02,8.06,8.012,16]octadec-4-ene-4-carbonitrile",656583,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,KVJXBPDAXMEYOA-CXANFOAXSA-N,0
TOX-1095,podophyllotoxin,"(5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",10607,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,YJGVMLPVUAXIQN-XVVDYKMHSA-N,0
TOX-1096,Paricalcitol,"(1R,3R)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-6-hydroxy-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]cyclohexane-1,3-diol",5281104,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,BPKAHTKRCLCHEA-UBFJEZKGSA-N,0
TOX-1097,acetaminophen,N-(4-hydroxyphenyl)acetamide,1983,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,0
TOX-1098,bicalutamide,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide,2375,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N,0
TOX-1099,azathioprine,6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine,2265,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,LMEKQMALGUDUQG-UHFFFAOYSA-N,0
TOX-1100,,"2-[4-(4-chlorophenyl)cyclohexyl]-3,4-dioxonaphthalen-1-olate",51508723,O=C1C([O-])=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,BSJMWHQBCZFXBR-UHFFFAOYSA-M,0
TOX-1101,methylphenidate(1+),methyl 2-phenyl-2-piperidin-1-ium-2-ylacetate,24848345,COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,DUGOZIWVEXMGBE-UHFFFAOYSA-O,0
TOX-1102,,"2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]ethyl-dimethylazanium",6369059,CC/C(=C(\c1ccccc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,NKANXQFJJICGDU-QPLCGJKRSA-O,0
TOX-1103,,"(2Z,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoate",54758572,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/C(=O)[O-])C(C)(C)CCC1,SHGAZHPCJJPHSC-CDMOMSTLSA-M,0
TOX-1104,,1-(4-iodophenyl)propan-2-yl-propan-2-ylazanium,78422652,CC(C)[NH2+]C(C)Cc1ccc(I)cc1,ISEHJSHTIVKELA-UHFFFAOYSA-O,0
TOX-1105,,"(2S)-2-(4,6-dimethylpyrimidin-2-yl)oxy-3-methoxy-3,3-diphenylpropanoate",6956382,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-],OUJTZYPIHDYQMC-LJQANCHMSA-M,0
TOX-1106,,"[2-(3,5-dihydroxyphenyl)-2-hydroxyethyl]-propan-2-ylazanium",44267026,CC(C)[NH2+]CC(O)c1cc(O)cc(O)c1,LMOINURANNBYCM-UHFFFAOYSA-O,0
TOX-1107,metrizamide,"3-acetamido-5-[acetyl(methyl)amino]-2,4,6-triiodo-N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]benzamide",443944,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,BAQCROVBDNBEEB-UBYUBLNFSA-N,0
TOX-1108,ketorolac(1-),"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylate",20351642,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],OZWKMVRBQXNZKK-UHFFFAOYSA-M,0
TOX-1109,,diaminomethylidene-[(3-iodophenyl)methyl]azanium,6992120,NC(N)=[NH+]Cc1cccc(I)c1,PDWUPXJEEYOOTR-UHFFFAOYSA-O,0
TOX-1110,cefamandole(1-),"(6R,7R)-7-[[(2R)-2-hydroxy-2-phenylacetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",21680723,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,OLVCFLKTBJRLHI-AXAPSJFSSA-M,0
TOX-1111,,"(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)methyl phosphate",24848272,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-],XWLUWCNOOVRFPX-UHFFFAOYSA-L,0
TOX-1112,,"3-sulfanyl-1-(1,3,4,9-tetrahydropyrido[3,4-b]indol-2-yl)propan-1-one",447329,O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,UGWLHSPOMCORRH-UHFFFAOYSA-N,0
TOX-1113,nimodipine,"3-O-(2-methoxyethyl) 5-O-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",4497,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,0
TOX-1114,piperazinium,piperazin-1-ium,5242433,C1C[NH2+]CCN1,GLUUGHFHXGJENI-UHFFFAOYSA-O,0
TOX-1115,isopropamide,"(4-amino-4-oxo-3,3-diphenylbutyl)-methyl-di(propan-2-yl)azanium",3775,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,JTPUMZTWMWIVPA-UHFFFAOYSA-O,0
TOX-1116,iohexol,"5-[acetyl(2,3-dihydroxypropyl)amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",3730,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NTHXOOBQLCIOLC-UHFFFAOYSA-N,0
TOX-1117,,[amino-[6-[amino-[amino-(4-chloroanilino)methylidene]azaniumylmethylidene]azaniumylhexylazaniumylidene]methyl]-[amino-(4-chloroanilino)methylidene]azanium,40486883,[NH2+]=C(NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1)NC(=[NH2+])Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-R,0
TOX-1118,,[(2S)-3-(2-methoxyphenothiazin-10-yl)-2-methylpropyl]-dimethylazanium,6919170,COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2,VRQVVMDWGGWHTJ-CQSZACIVSA-O,0
TOX-1119,nicotinate,pyridine-3-carboxylate,937,O=C([O-])c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-M,0
TOX-1120,spectinomycin(2+),"methyl-[(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11-(methylazaniumyl)-7-oxo-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-13-yl]azanium",11870427,C[NH2+][C@H]1[C@@H](O)[C@@H]([NH2+]C)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,UNFWWIHTNXNPBV-WXKVUWSESA-P,0
TOX-1121,Travoprost,"propan-2-yl (Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3R)-3-hydroxy-4-[3-(trifluoromethyl)phenoxy]but-1-enyl]cyclopentyl]hept-5-enoate",5282226,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,MKPLKVHSHYCHOC-AHTXBMBWSA-N,0
TOX-1122,primidone,"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",4909,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N,0
TOX-1123,propantheline,methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium,4934,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,VVWYOYDLCMFIEM-UHFFFAOYSA-N,0
TOX-1124,,"(S)-[(2R,4S,5R)-5-ethenyl-1-azoniabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",11865459,C=C[C@H]1C[NH+]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-LHHVKLHASA-O,0
TOX-1125,Sorafenib tosylate,4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide;4-methylbenzenesulfonic acid,406563,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,IVDHYUQIDRJSTI-UHFFFAOYSA-N,1
TOX-1126,,"2-(naphthalen-1-ylmethyl)-4,5-dihydro-1H-imidazol-3-ium",3567233,c1ccc2c(CC3=[NH+]CCN3)cccc2c1,CNIIGCLFLJGOGP-UHFFFAOYSA-O,0
TOX-1127,,"(4-aminophenyl)sulfonyl-(5,6-dimethoxypyrimidin-4-yl)azanide",51371486,COc1ncnc(N=S(=O)([O-])c2ccc(N)cc2)c1OC,PNINERDQRBFDQJ-UHFFFAOYSA-N,0
TOX-1128,,"2-[4-[(Z)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]ethyl-dimethylazanium",42579641,C[NH+](C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,XFCLJVABOIYOMF-QPLCGJKRSA-O,0
TOX-1129,Cladribine,"(2R,3S,5R)-5-(6-amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",20279,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-KVQBGUIXSA-N,0
TOX-1130,,ethyl N-[10-(3-morpholin-4-ium-4-ylpropanoyl)phenothiazin-2-yl]carbamate,3413278,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[NH+]1CCOCC1)c1ccccc1S2,FUBVWMNBEHXPSU-UHFFFAOYSA-O,0
TOX-1131,miconazole,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",4189,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,0
TOX-1132,,,,,,0
TOX-1133,sulfanilamide,4-aminobenzenesulfonamide,5333,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N,0
TOX-1134,,(2S)-1-[(2S)-6-azaniumyl-2-[[(1S)-1-carboxylato-3-phenylpropyl]azaniumyl]hexanoyl]pyrrolidine-2-carboxylate,11865407,[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],RLAWWYSOJDYHDC-BZSNNMDCSA-N,0
TOX-1135,,1-(1-adamantyl)ethylazanium,4921934,CC([NH3+])C12CC3CC(CC(C3)C1)C2,UBCHPRBFMUDMNC-UHFFFAOYSA-O,0
TOX-1136,,methyl-[(3R)-3-(2-methylphenoxy)-3-phenylpropyl]azanium,24848271,C[NH2+]CC[C@@H](Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-QGZVFWFLSA-O,0
TOX-1137,,1-adamantylazanium,3776755,[NH3+]C12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-O,0
TOX-1138,,"N-[(1-methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine",24795070,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,MHXGEROHKGDZGO-UHFFFAOYSA-N,1
TOX-1139,ethylestrenol,"(8R,9S,10R,13S,14S,17S)-17-ethyl-13-methyl-2,3,6,7,8,9,10,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",13765,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,AOXRBFRFYPMWLR-XGXHKTLJSA-N,0
TOX-1140,zidovudine,"1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",35370,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY-XLPZGREQSA-N,0
TOX-1141,,[3-(4-bromophenyl)-3-pyridin-2-ylpropyl]-dimethylazanium,74441064,C[NH+](C)CCC(c1ccc(Br)cc1)c1ccccn1,ZDIGNSYAACHWNL-UHFFFAOYSA-O,0
TOX-1142,,"[(3R)-1-azoniabicyclo[2.2.2]octan-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate",40469164,O=C(O[C@H]1C[NH+]2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-VXKWHMMOSA-O,0
TOX-1143,albendazole,methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate,2082,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,0
TOX-1144,,dimethyl-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]azanium,25273236,C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,XSCGXQMFQXDFCW-UHFFFAOYSA-O,0
TOX-1145,Finibax,"(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-3-[(3S,5S)-5-[(sulfamoylamino)methyl]pyrrolidin-1-ium-3-yl]sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",6918242,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,AVAACINZEOAHHE-VFZPANTDSA-N,0
TOX-1146,EPICHLOROHYDRIN,2-(chloromethyl)oxirane,7835,ClCC1CO1,BRLQWZUYTZBJKN-UHFFFAOYSA-N,0
TOX-1148,Panobinostat,(E)-N-hydroxy-3-[4-[[2-(2-methyl-1H-indol-3-yl)ethylamino]methyl]phenyl]prop-2-enamide,6918837,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,FPOHNWQLNRZRFC-ZHACJKMWSA-N,1
TOX-1149,,dimethyl-[1-(2-propanoylphenothiazin-10-yl)propan-2-yl]azanium,74441094,CCC(=O)c1ccc2c(c1)N(CC(C)[NH+](C)C)c1ccccc1S2,UVOIBTBFPOZKGP-UHFFFAOYSA-O,0
TOX-1150,,diaminomethylidene-[(4S)-5-[(2S)-2-(ethylcarbamoyl)pyrrolidin-1-yl]-4-[[(2S)-2-[[(2R)-2-[[(2S)-2-[[(2S)-3-hydroxy-2-[[(2S)-2-[[(2S)-3-(1H-imidazol-5-yl)-2-[[(2S)-5-oxopyrrolidine-2-carbonyl]amino]propanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]propanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-5-oxopentyl]azanium,6102688,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,GFIJNRVAKGFPGQ-LIJARHBVSA-O,0
TOX-1151,quinine(1+),"(R)-[(2S,4S,5R)-5-ethenyl-1-azoniabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",6999115,C=C[C@H]1C[NH+]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-WZBLMQSHSA-O,0
TOX-1152,,"1,1-diphosphonatoethanol",3793939,CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],DBVJJBKOTRCVKF-UHFFFAOYSA-J,0
TOX-1153,Norelgestromin,"(3Z,8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-3-hydroxyimino-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-ol",6537152,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,ISHXLNHNDMZNMC-UGCMNZCRSA-N,0
TOX-1154,,2-[4-(thiophene-2-carbonyl)phenyl]propanoate,78423105,CC(C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,MDKGKXOCJGEUJW-UHFFFAOYSA-M,0
TOX-1155,paroxetinium(1+),"(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidin-1-ium",6955724,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-O,0
TOX-1156,pyrimethamine,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",4993,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,0
TOX-1157,Bretylium,(2-bromophenyl)methyl-ethyl-dimethylazanium,2431,CC[N+](C)(C)Cc1ccccc1Br,AAQOQKQBGPPFNS-UHFFFAOYSA-N,0
TOX-1158,dexamethasone phosphate(2-),"[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] phosphate",40468194,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],VQODGRNSFPNSQE-CXSFZGCWSA-L,0
TOX-1159,zalcitabine,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",24066,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,WREGKURFCTUGRC-POYBYMJQSA-N,0
TOX-1160,indacaterol(1+),"(5,6-diethyl-2,3-dihydro-1H-inden-2-yl)-[(2R)-2-hydroxy-2-(8-hydroxy-2-oxo-1H-quinolin-5-yl)ethyl]azanium",57681561,CCc1cc2c(cc1CC)CC([NH2+]C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,QZZUEBNBZAPZLX-QFIPXVFZSA-O,0
TOX-1161,,"(2S,5R,6R)-6-(azepan-1-ium-1-ylidenemethylamino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",40467053,CC1(C)S[C@@H]2[C@H](/[NH+]=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)[O-],BWWVAEOLVKTZFQ-NTZNESFSSA-N,0
TOX-1162,,2-(1H-pyrazol-5-yl)ethylazanium,6918939,[NH3+]CCc1cc[nH]n1,JXDFEQONERDKSS-UHFFFAOYSA-O,0
TOX-1163,,"[(1S,5R,6R)-6-acetamido-3-ethoxycarbonyl-5-pentan-3-yloxycyclohex-3-en-1-yl]azanium",24848267,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H]([NH3+])C1,VSZGPKBBMSAYNT-RRFJBIMHSA-O,0
TOX-1164,GRAMICIDIN,(2R)-2-[[(2S)-2-[[2-[[(2S)-2-formamido-3-methylbutanoyl]amino]acetyl]amino]propanoyl]amino]-N-[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-(2-hydroxyethylamino)-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]-4-methylpentanamide,16130140,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,ZWCXYZRRTRDGQE-SORVKSEFSA-N,0
TOX-1165,,2-[4-(butylamino)benzoyl]oxyethyl-dimethylazanium,23278143,CCCCNc1ccc(C(=O)OCC[NH+](C)C)cc1,GKCBAIGFKIBETG-UHFFFAOYSA-O,0
TOX-1166,,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylazanium",1548958,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-O,0
TOX-1167,,,,,,0
